County,Facility,Address,City,Zip,Program Type,lat,lon
Wilkes County,BROC: Wilkes Community Action,710 Veterans Drive,North Wilkesboro,28659,PANTRY,36.1659326,-81.1307188
Wilkes County,Brushy Mtn Baptist - Wilkes Min of Hope,514 Elkin Highway,North Wilkesboro,28659,PANTRY,36.1831504,-81.13104400000002
Wilkes County,Maple Springs United Methodist Church,15733 Elkin Hwy,Ronda,28670,PANTRY,36.2436677,-80.8909224
Wilkes County,MBL- Antioch Baptist Church,12164 Elkin Hwy #268,Ronda,28670,PANTRY,36.2186333,-80.94135070000002
Wilkes County,Antioch Baptist Church,1298 Antioch Church Rd,Wilkesboro,28697,PANTRY,36.166298,-81.02800110000001
Wilkes County,New Damascus Baptist Church,161 Damascus Church Rd,Wilkesboro,28697,PANTRY,36.150761,-81.120859
Wilkes County,Pilgrim Baptist Church - Outreach Center,493 Pilgrim Baptist Church Rd,Wilkesboro,28697,PANTRY,36.1510867,-81.27591799999999
Wilkes County,Samaritan Kitchen of Wilkes,4187 US Highway 421,Wilkesboro,28697,PANTRY,36.1492951,-81.23498620000001
Yadkin County,Divino Redentor Catholic Church,209 Lon Ave,Boonville,27011,PANTRY,36.2421405,-80.7096299
Yadkin County,Yadkin Christian Ministries - East Bend,118 Hwy 67,East Bend,27018,PANTRY,36.2165279,-80.512558
Yadkin County,Yadkin Christian Ministries,117 Woodlyn Dr,Yadkinville,27055,PANTRY,36.1175723,-80.6537421
