County,tract,pct_food_insecure
Henderson County,9307.01,8.7
Henderson County,9307.02,11.799999999999999
Henderson County,9307.03,12.8
Henderson County,9308,11.799999999999999
Henderson County,9309,10.9
Henderson County,9310,21.099999999999998
Henderson County,9311,11.200000000000001
Henderson County,9312,16.6
Henderson County,9313,15.6
Henderson County,9314.01,15.4
Henderson County,9314.02,16.2
Henderson County,9315,10.299999999999999
Henderson County,9316,12.3
Henderson County,9317,9.2
Henderson County,9318.01,9.3
Henderson County,9318.02,11.799999999999999
Henderson County,9319.01,10.4
Henderson County,9319.02,11.4
Henderson County,9320,16.2
Henderson County,9801,
Hertford County,9501.01,15.2
Hertford County,9501.02,15.8
Hertford County,9502.01,14.799999999999999
Hertford County,9502.02,16.0
Hertford County,9503,8.9
Hertford County,9504.01,15.5
Hertford County,9504.02,17.8
Hertford County,9800,
Hoke County,9701.04,16.400000000000002
Hoke County,9701.05,12.6
Hoke County,9701.06,12.4
Hoke County,9701.07,12.7
Hoke County,9701.08,9.3
Hoke County,9701.09,12.3
Hoke County,9702.01,15.6
Hoke County,9702.02,18.2
Hoke County,9703,20.599999999999998
Hoke County,9704.01,20.0
Hoke County,9704.02,17.599999999999998
Hoke County,9801,
Hyde County,9201.01,28.4
Hyde County,9201.02,11.4
Hyde County,9901,
Hyde County,9902,
Iredell County,601,14.399999999999999
Iredell County,602,21.6
Iredell County,603,18.6
Iredell County,604,17.2
Iredell County,605,16.0
Iredell County,606.01,12.2
Iredell County,606.02,9.1
Iredell County,606.03,21.099999999999998
Iredell County,607.01,19.3
Iredell County,607.02,10.9
Iredell County,607.03,8.1
Iredell County,608.01,10.7
Iredell County,608.02,14.099999999999998
Iredell County,609.01,15.4
Iredell County,609.02,11.700000000000001
Iredell County,610.01,11.200000000000001
Iredell County,610.02,13.8
Iredell County,610.03,14.899999999999999
Iredell County,611.01,13.8
Iredell County,611.02,13.3
Iredell County,611.03,16.1
Iredell County,611.04,17.4
Iredell County,612.01,8.4
Iredell County,612.02,8.5
Iredell County,612.03,8.9
Iredell County,612.04,6.800000000000001
Iredell County,612.05,8.5
Iredell County,613.01,14.899999999999999
Iredell County,613.02,11.5
Iredell County,613.03,9.0
Iredell County,613.04,10.9
Iredell County,614.01,5.800000000000001
Iredell County,614.02,10.6
Iredell County,614.03,10.7
Iredell County,614.04,13.5
Iredell County,614.05,9.2
Iredell County,614.06,6.800000000000001
Iredell County,614.07,9.700000000000001
Iredell County,614.08,8.200000000000001
Iredell County,615.01,11.899999999999999
Iredell County,615.02,8.7
Iredell County,615.03,8.5
Iredell County,616.01,15.5
Iredell County,616.03,13.0
Iredell County,616.04,11.899999999999999
Iredell County,616.05,8.7
Jackson County,9402,24.099999999999998
Jackson County,9502,12.7
Jackson County,9503,20.9
Jackson County,9504,15.8
Jackson County,9505,12.1
Jackson County,9506,
Jackson County,9507,10.2
Jackson County,9508,15.4
Jackson County,9509,9.4
Johnston County,401.01,14.099999999999998
Johnston County,401.02,15.4
Johnston County,401.03,15.4
Johnston County,402.04,9.3
Johnston County,402.05,9.4
Johnston County,402.06,12.0
Johnston County,402.07,6.800000000000001
Johnston County,402.08,6.2
Johnston County,402.09,12.2
Johnston County,402.10,9.3
Johnston County,403.01,16.2
Johnston County,403.03,15.4
Johnston County,403.04,12.5
Johnston County,404,11.3
Johnston County,405.01,18.8
Johnston County,405.02,11.1
Johnston County,406,20.3
Johnston County,407,17.5
Johnston County,408,21.4
Johnston County,409.03,11.200000000000001
Johnston County,409.04,8.7
Johnston County,409.05,11.799999999999999
Johnston County,409.06,10.5
Johnston County,410.01,9.6
Johnston County,410.03,8.4
Johnston County,410.04,15.6
Johnston County,410.05,7.6
Johnston County,411.04,8.1
Johnston County,411.05,10.4
Johnston County,411.06,9.700000000000001
Johnston County,411.07,5.800000000000001
Johnston County,411.08,9.8
Johnston County,411.09,13.100000000000001
Johnston County,411.10,8.799999999999999
Johnston County,411.11,11.200000000000001
Johnston County,411.12,11.3
Johnston County,411.13,18.6
Johnston County,412.03,14.2
Johnston County,412.04,12.0
Johnston County,412.05,14.899999999999999
Johnston County,412.06,18.4
Johnston County,413.01,12.7
Johnston County,413.02,14.7
Johnston County,414.01,11.799999999999999
Johnston County,414.02,15.7
Johnston County,415.04,5.2
Johnston County,415.05,8.3
Johnston County,415.06,8.9
Johnston County,415.07,9.9
Johnston County,415.08,9.1
Johnston County,415.09,8.5
Johnston County,415.10,12.3
Johnston County,415.11,18.0
Jones County,9201,13.5
Jones County,9202,16.8
Jones County,9203,14.899999999999999
Lee County,301.01,14.899999999999999
Lee County,301.02,7.7
Lee County,302,26.900000000000002
Lee County,303,25.4
Lee County,304.01,16.7
Lee County,304.02,19.900000000000002
Lee County,305.02,12.9
Lee County,305.04,15.7
Lee County,305.05,14.099999999999998
Lee County,305.06,13.600000000000001
Lee County,305.07,16.0
Lee County,306.01,7.3999999999999995
Lee County,306.02,9.6
Lee County,307.02,14.6
Lee County,307.03,13.3
Lee County,307.04,19.3
Lenoir County,101,17.599999999999998
Lenoir County,102,17.599999999999998
Lenoir County,103,38.4
Lenoir County,104,29.2
Lenoir County,105,27.1
Lenoir County,106,17.2
Lenoir County,107,25.3
Lenoir County,108,22.1
Lenoir County,109,14.2
Lenoir County,110.01,12.6
Lenoir County,110.02,11.0
Lenoir County,111,17.7
Lenoir County,112.01,15.5
Lenoir County,112.02,15.8
Lenoir County,113.01,15.8
Lenoir County,113.02,20.0
Lenoir County,114,15.0
Lincoln County,701,19.6
Lincoln County,702.01,16.900000000000002
Lincoln County,702.02,10.0
Lincoln County,703,14.2
Lincoln County,704,17.8
Lincoln County,705,15.5
Lincoln County,706,14.2
Lincoln County,707,11.4
Lincoln County,708,15.5
Lincoln County,709.01,11.700000000000001
Lincoln County,709.02,8.3
Lincoln County,710.01,9.9
Lincoln County,710.02,14.000000000000002
Lincoln County,711.01,11.5
Lincoln County,711.02,8.0
Lincoln County,712.01,9.0
Lincoln County,712.02,9.3
Lincoln County,712.03,8.200000000000001
Macon County,9701,9.1
Macon County,9702,14.7
Macon County,9703.02,12.0
Macon County,9703.03,17.9
Macon County,9703.04,24.3
Macon County,9704,13.3
Macon County,9705.01,11.700000000000001
Macon County,9705.02,12.0
Macon County,9706,14.6
Macon County,9707,19.6
Madison County,101,15.2
Madison County,102,15.2
Madison County,104,15.4
Madison County,105,11.4
Madison County,106.01,11.4
Madison County,106.02,11.5
Madison County,107,15.1
Martin County,9701,18.7
Martin County,9702,26.200000000000003
Martin County,9703,17.299999999999997
Martin County,9704,17.7
Martin County,9705,13.100000000000001
Martin County,9706,14.499999999999998
McDowell County,9701.01,18.7
McDowell County,9701.02,10.6
McDowell County,9702,14.6
McDowell County,9703,17.599999999999998
McDowell County,9704,25.8
McDowell County,9705,16.3
McDowell County,9706,16.5
McDowell County,9707,15.1
McDowell County,9708,20.5
McDowell County,9709.02,14.099999999999998
McDowell County,9709.03,13.3
McDowell County,9709.04,14.399999999999999
Mecklenburg County,1.01,
Mecklenburg County,1.02,
Mecklenburg County,1.03,
Mecklenburg County,1.04,11.700000000000001
Mecklenburg County,10,9.6
Mecklenburg County,11,10.2
Mecklenburg County,12,13.5
Mecklenburg County,13,13.700000000000001
Mecklenburg County,14,12.3
Mecklenburg County,15.04,16.0
Mecklenburg County,15.05,12.2
Mecklenburg County,15.07,17.8
Mecklenburg County,15.08,9.8
Mecklenburg County,15.09,13.100000000000001
Mecklenburg County,15.10,13.5
Mecklenburg County,16.03,13.900000000000002
Mecklenburg County,16.05,16.2
Mecklenburg County,16.06,16.2
Mecklenburg County,16.07,15.1
Mecklenburg County,16.08,22.5
Mecklenburg County,16.09,13.5
Mecklenburg County,17.01,20.9
Mecklenburg County,17.02,18.0
Mecklenburg County,18.01,13.3
Mecklenburg County,18.02,10.9
Mecklenburg County,19.10,12.7
Mecklenburg County,19.11,10.6
Mecklenburg County,19.14,13.5
Mecklenburg County,19.16,12.2
Mecklenburg County,19.17,20.0
Mecklenburg County,19.18,13.8
Mecklenburg County,19.19,15.9
Mecklenburg County,19.20,22.400000000000002
Mecklenburg County,19.21,9.4
Mecklenburg County,19.22,13.3
Mecklenburg County,19.23,16.7
Mecklenburg County,19.24,20.0
Mecklenburg County,19.25,12.0
Mecklenburg County,19.26,16.400000000000002
Mecklenburg County,19.27,6.0
Mecklenburg County,20.04,8.1
Mecklenburg County,20.05,14.799999999999999
Mecklenburg County,20.06,11.799999999999999
Mecklenburg County,20.07,17.8
Mecklenburg County,20.08,5.1
Mecklenburg County,21,12.2
Mecklenburg County,22.01,7.5
Mecklenburg County,22.02,10.5
Mecklenburg County,23,31.8
Mecklenburg County,24,10.0
Mecklenburg County,25,10.299999999999999
Mecklenburg County,26,13.600000000000001
Mecklenburg County,27.01,5.800000000000001
Mecklenburg County,27.02,9.2
Mecklenburg County,28,5.6000000000000005
Mecklenburg County,29.03,8.799999999999999
Mecklenburg County,29.05,7.5
Mecklenburg County,29.07,10.9
Mecklenburg County,29.08,7.7
Mecklenburg County,29.09,9.5
Mecklenburg County,29.10,9.0
Mecklenburg County,3.01,11.600000000000001
Mecklenburg County,3.02,13.8
Mecklenburg County,30.06,8.200000000000001
Mecklenburg County,30.08,11.200000000000001
Mecklenburg County,30.12,10.7
Mecklenburg County,30.13,5.5
Mecklenburg County,30.15,8.7
Mecklenburg County,30.16,8.9
Mecklenburg County,30.17,9.1
Mecklenburg County,30.18,8.5
Mecklenburg County,30.19,6.5
Mecklenburg County,30.20,5.5
Mecklenburg County,30.21,11.899999999999999
Mecklenburg County,30.22,9.9
Mecklenburg County,31.02,10.4
Mecklenburg County,31.05,9.9
Mecklenburg County,31.06,11.600000000000001
Mecklenburg County,31.08,16.900000000000002
Mecklenburg County,31.09,16.1
Mecklenburg County,31.10,5.800000000000001
Mecklenburg County,31.11,18.099999999999998
Mecklenburg County,32.01,8.6
Mecklenburg County,32.03,12.8
Mecklenburg County,32.04,15.9
Mecklenburg County,33.01,10.7
Mecklenburg County,33.02,10.299999999999999
Mecklenburg County,34.01,13.100000000000001
Mecklenburg County,34.02,6.0
Mecklenburg County,35,8.3
Mecklenburg County,36,10.299999999999999
Mecklenburg County,37.01,10.100000000000001
Mecklenburg County,37.02,22.1
Mecklenburg County,38.02,14.6
Mecklenburg County,38.05,12.3
Mecklenburg County,38.07,18.2
Mecklenburg County,38.08,19.400000000000002
Mecklenburg County,38.09,13.4
Mecklenburg County,38.10,14.000000000000002
Mecklenburg County,38.11,16.6
Mecklenburg County,39.02,18.7
Mecklenburg County,39.03,33.1
Mecklenburg County,4.01,14.499999999999998
Mecklenburg County,4.02,14.799999999999999
Mecklenburg County,40,17.7
Mecklenburg County,41.01,12.5
Mecklenburg County,41.02,14.299999999999999
Mecklenburg County,42,13.600000000000001
Mecklenburg County,43.02,12.8
Mecklenburg County,43.03,10.6
Mecklenburg County,43.04,11.5
Mecklenburg County,43.06,16.6
Mecklenburg County,43.07,14.2
Mecklenburg County,44,10.6
Mecklenburg County,45,13.4
Mecklenburg County,46,11.3
Mecklenburg County,47,
Mecklenburg County,48,12.9
Mecklenburg County,49,11.899999999999999
Mecklenburg County,5.01,12.3
Mecklenburg County,5.02,12.4
Mecklenburg County,5.03,17.4
Mecklenburg County,50,6.9
Mecklenburg County,51,21.099999999999998
Mecklenburg County,52,17.9
Mecklenburg County,53.01,15.7
Mecklenburg County,53.05,14.899999999999999
Mecklenburg County,53.06,14.2
Mecklenburg County,53.07,19.400000000000002
Mecklenburg County,53.08,20.4
Mecklenburg County,54.03,8.3
Mecklenburg County,54.04,7.1
Mecklenburg County,54.05,3.9
Mecklenburg County,54.06,5.8999999999999995
Mecklenburg County,55.08,4.5
Mecklenburg County,55.10,8.200000000000001
Mecklenburg County,55.11,5.8999999999999995
Mecklenburg County,55.12,7.7
Mecklenburg County,55.13,7.5
Mecklenburg County,55.15,6.1
Mecklenburg County,55.16,3.1
Mecklenburg County,55.17,3.5000000000000004
Mecklenburg County,55.19,6.6000000000000005
Mecklenburg County,55.20,5.5
Mecklenburg County,55.22,9.0
Mecklenburg County,55.25,8.9
Mecklenburg County,55.26,4.3
Mecklenburg County,55.27,7.000000000000001
Mecklenburg County,55.28,9.1
Mecklenburg County,55.29,10.9
Mecklenburg County,55.30,6.7
Mecklenburg County,55.31,8.3
Mecklenburg County,55.32,12.0
Mecklenburg County,55.33,14.399999999999999
Mecklenburg County,55.34,14.099999999999998
Mecklenburg County,55.35,7.1
Mecklenburg County,55.36,7.8
Mecklenburg County,56.04,
Mecklenburg County,56.09,
Mecklenburg County,56.10,7.1
Mecklenburg County,56.11,5.6000000000000005
Mecklenburg County,56.12,7.9
Mecklenburg County,56.13,8.799999999999999
Mecklenburg County,56.15,4.1000000000000005
Mecklenburg County,56.16,14.499999999999998
Mecklenburg County,56.17,4.0
Mecklenburg County,56.18,8.6
Mecklenburg County,56.19,6.7
Mecklenburg County,56.21,11.4
Mecklenburg County,56.22,12.7
Mecklenburg County,56.23,7.8
Mecklenburg County,56.24,5.6000000000000005
Mecklenburg County,56.25,8.0
Mecklenburg County,56.26,7.3
Mecklenburg County,56.27,8.7
Mecklenburg County,57.09,8.3
Mecklenburg County,57.10,10.100000000000001
Mecklenburg County,57.12,6.3
Mecklenburg County,57.13,9.700000000000001
Mecklenburg County,57.14,6.2
Mecklenburg County,57.15,8.799999999999999
Mecklenburg County,57.16,8.5
Mecklenburg County,57.18,9.5
Mecklenburg County,57.19,12.8
Mecklenburg County,57.20,11.5
Mecklenburg County,57.21,13.700000000000001
Mecklenburg County,57.22,8.200000000000001
Mecklenburg County,57.23,9.9
Mecklenburg County,58.11,10.0
Mecklenburg County,58.15,10.7
Mecklenburg County,58.16,7.3
Mecklenburg County,58.17,10.8
Mecklenburg County,58.24,13.8
Mecklenburg County,58.26,9.1
Mecklenburg County,58.27,11.799999999999999
Mecklenburg County,58.28,7.3999999999999995
Mecklenburg County,58.29,13.4
Mecklenburg County,58.30,8.9
Mecklenburg County,58.32,7.000000000000001
Mecklenburg County,58.33,7.9
Mecklenburg County,58.34,10.2
Mecklenburg County,58.35,9.4
Mecklenburg County,58.36,12.5
Mecklenburg County,58.39,13.200000000000001
Mecklenburg County,58.40,8.4
Mecklenburg County,58.43,8.3
Mecklenburg County,58.45,6.9
Mecklenburg County,58.46,5.5
Mecklenburg County,58.47,7.6
Mecklenburg County,58.48,5.1
Mecklenburg County,58.49,6.9
Mecklenburg County,58.50,14.6
Mecklenburg County,58.51,9.6
Mecklenburg County,58.52,14.099999999999998
Mecklenburg County,58.53,9.9
Mecklenburg County,58.54,
Mecklenburg County,58.55,9.8
Mecklenburg County,58.56,6.5
Mecklenburg County,58.57,6.4
Mecklenburg County,58.58,11.0
Mecklenburg County,58.59,7.8
Mecklenburg County,58.60,12.6
Mecklenburg County,58.61,10.0
Mecklenburg County,58.62,7.7
Mecklenburg County,58.63,8.7
Mecklenburg County,58.64,8.4
Mecklenburg County,58.65,11.0
Mecklenburg County,58.66,12.9
Mecklenburg County,58.67,11.3
Mecklenburg County,58.68,22.5
Mecklenburg County,59.08,6.3
Mecklenburg County,59.10,8.1
Mecklenburg County,59.13,10.0
Mecklenburg County,59.15,9.2
Mecklenburg County,59.16,14.6
Mecklenburg County,59.18,6.0
Mecklenburg County,59.19,12.8
Mecklenburg County,59.20,10.0
Mecklenburg County,59.21,9.1
Mecklenburg County,59.22,6.2
Mecklenburg County,59.23,8.3
Mecklenburg County,59.24,7.3
Mecklenburg County,59.25,8.3
Mecklenburg County,59.26,3.4000000000000004
Mecklenburg County,59.27,6.1
Mecklenburg County,59.28,5.6000000000000005
Mecklenburg County,59.29,7.3999999999999995
Mecklenburg County,59.30,12.8
Mecklenburg County,59.31,9.6
Mecklenburg County,59.32,8.5
Mecklenburg County,6,15.7
Mecklenburg County,60.05,8.200000000000001
Mecklenburg County,60.08,8.1
Mecklenburg County,60.09,13.3
Mecklenburg County,60.11,11.1
Mecklenburg County,60.12,17.299999999999997
Mecklenburg County,60.13,6.7
Mecklenburg County,60.14,8.7
Mecklenburg County,60.15,6.2
Mecklenburg County,60.16,16.1
Mecklenburg County,61.03,11.0
Mecklenburg County,61.05,6.800000000000001
Mecklenburg County,61.08,7.8
Mecklenburg County,61.09,8.799999999999999
Mecklenburg County,61.10,8.200000000000001
Mecklenburg County,61.11,5.7
Mecklenburg County,61.12,8.4
Mecklenburg County,61.13,6.2
Mecklenburg County,61.14,6.5
Mecklenburg County,61.15,9.1
Mecklenburg County,62.08,9.6
Mecklenburg County,62.09,10.8
Mecklenburg County,62.10,7.000000000000001
Mecklenburg County,62.11,7.8
Mecklenburg County,62.12,9.1
Mecklenburg County,62.14,6.800000000000001
Mecklenburg County,62.16,8.7
Mecklenburg County,62.17,9.0
Mecklenburg County,62.18,5.6000000000000005
Mecklenburg County,62.19,8.3
Mecklenburg County,62.20,7.1
Mecklenburg County,62.21,7.1
Mecklenburg County,62.22,11.899999999999999
Mecklenburg County,62.23,7.9
Mecklenburg County,62.24,11.799999999999999
Mecklenburg County,63.05,3.2
Mecklenburg County,63.06,7.8
Mecklenburg County,63.07,8.3
Mecklenburg County,63.08,9.3
Mecklenburg County,63.09,15.4
Mecklenburg County,63.10,13.100000000000001
Mecklenburg County,63.11,6.2
Mecklenburg County,64.03,11.0
Mecklenburg County,64.04,5.2
Mecklenburg County,64.07,7.199999999999999
Mecklenburg County,64.08,10.100000000000001
Mecklenburg County,64.09,9.5
Mecklenburg County,64.10,9.700000000000001
Mecklenburg County,64.11,13.5
Mecklenburg County,7,10.299999999999999
Mecklenburg County,8,14.000000000000002
Mecklenburg County,9,12.0
Mecklenburg County,9801,
Mecklenburg County,9802,
Mecklenburg County,9803,
Mitchell County,9501,14.2
Mitchell County,9502,17.8
Mitchell County,9503,18.8
Mitchell County,9504,13.5
Montgomery County,9601.01,18.7
Montgomery County,9601.02,18.0
Montgomery County,9602.01,8.7
Montgomery County,9602.02,15.6
Montgomery County,9603.01,14.099999999999998
Montgomery County,9603.02,10.8
Montgomery County,9604.01,14.299999999999999
Montgomery County,9604.02,9.2
Montgomery County,9605.01,14.099999999999998
Montgomery County,9605.02,13.100000000000001
Moore County,9501,15.6
Moore County,9502.01,15.8
Moore County,9502.02,15.4
Moore County,9503.03,12.1
Moore County,9503.04,16.1
Moore County,9503.05,8.0
Moore County,9503.06,10.2
Moore County,9504.02,8.0
Moore County,9504.03,12.3
Moore County,9504.04,15.7
Moore County,9505.03,14.6
Moore County,9505.04,8.799999999999999
Moore County,9505.05,20.200000000000003
Moore County,9505.06,10.299999999999999
Moore County,9505.07,11.3
Moore County,9506.01,8.5
Moore County,9506.03,11.1
Moore County,9506.04,11.0
Moore County,9507.02,12.1
Moore County,9507.03,13.5
Moore County,9507.04,9.1
Moore County,9508.01,13.5
Moore County,9508.02,18.9
Moore County,9509,14.499999999999998
Moore County,9510.01,10.0
Moore County,9510.02,13.0
Moore County,9511.01,8.7
Moore County,9511.02,11.600000000000001
Moore County,9512,9.1
Nash County,102,17.1
Nash County,103.01,15.4
Nash County,103.02,12.2
Nash County,104,24.2
Nash County,105.03,12.0
Nash County,105.04,11.899999999999999
Nash County,105.05,12.1
Nash County,105.06,13.3
Nash County,106.01,10.299999999999999
Nash County,106.03,6.800000000000001
Nash County,106.04,12.3
Nash County,107,12.4
Nash County,108.01,21.4
Nash County,108.02,7.3999999999999995
Nash County,109,20.1
Nash County,110,12.4
Nash County,111.01,7.1
Nash County,111.03,13.700000000000001
Nash County,111.04,13.900000000000002
Nash County,112.01,10.4
Nash County,112.02,8.3
Nash County,113,12.5
Nash County,114,13.100000000000001
Nash County,115.01,18.6
Nash County,115.02,14.099999999999998
New Hanover County,101,15.8
New Hanover County,102,23.799999999999997
New Hanover County,103,21.3
New Hanover County,104,11.0
New Hanover County,105.01,17.7
New Hanover County,105.03,16.900000000000002
New Hanover County,105.04,17.9
New Hanover County,106,11.700000000000001
New Hanover County,107,27.500000000000004
New Hanover County,108,23.400000000000002
New Hanover County,109,9.5
New Hanover County,110,21.7
New Hanover County,111,16.3
New Hanover County,112,15.0
New Hanover County,113,17.5
New Hanover County,114,16.400000000000002
New Hanover County,115.01,
New Hanover County,115.02,
New Hanover County,115.03,14.299999999999999
New Hanover County,115.04,12.3
New Hanover County,116.05,15.0
New Hanover County,116.06,10.2
New Hanover County,116.08,10.5
New Hanover County,116.09,11.0
New Hanover County,116.10,24.7
New Hanover County,116.11,8.9
New Hanover County,116.12,8.0
New Hanover County,117.01,12.3
New Hanover County,117.03,8.799999999999999
New Hanover County,117.05,7.199999999999999
New Hanover County,118,7.000000000000001
New Hanover County,119.04,12.4
New Hanover County,119.05,15.5
New Hanover County,119.06,17.5
New Hanover County,120.04,8.4
New Hanover County,120.06,12.9
New Hanover County,120.07,12.9
New Hanover County,120.08,14.299999999999999
New Hanover County,120.09,9.3
New Hanover County,120.10,7.7
New Hanover County,120.11,9.3
New Hanover County,120.12,8.4
New Hanover County,121.03,9.8
New Hanover County,121.06,10.7
New Hanover County,121.07,10.299999999999999
New Hanover County,121.08,12.0
New Hanover County,121.09,7.8
New Hanover County,121.10,13.200000000000001
New Hanover County,121.11,10.100000000000001
New Hanover County,122.01,12.3
New Hanover County,122.02,14.799999999999999
New Hanover County,122.03,8.200000000000001
New Hanover County,123,12.5
New Hanover County,9801,
New Hanover County,9901,
Northampton County,9201.01,15.299999999999999
Northampton County,9201.02,13.3
Northampton County,9201.03,8.799999999999999
Northampton County,9202.01,14.399999999999999
Northampton County,9202.02,13.900000000000002
Northampton County,9203.01,17.1
Northampton County,9203.02,14.000000000000002
Northampton County,9203.03,10.2
Northampton County,9204.01,17.9
Northampton County,9204.02,14.799999999999999
Onslow County,1.03,13.600000000000001
Onslow County,1.04,11.600000000000001
Onslow County,1.05,12.5
Onslow County,10,
Onslow County,11.01,15.6
Onslow County,11.02,14.6
Onslow County,12.01,16.7
Onslow County,12.02,9.3
Onslow County,13.01,23.5
Onslow County,13.02,14.299999999999999
Onslow County,13.03,9.0
Onslow County,13.04,21.2
Onslow County,14,15.5
Onslow County,15,19.5
Onslow County,17,20.3
Onslow County,18,14.399999999999999
Onslow County,2.03,16.400000000000002
Onslow County,2.04,16.0
Onslow County,2.05,11.799999999999999
Onslow County,2.06,11.899999999999999
Onslow County,2.07,14.799999999999999
Onslow County,21,11.799999999999999
Onslow County,22.01,13.4
Onslow County,22.02,24.7
Onslow County,23,15.6
Onslow County,24,14.6
Onslow County,25,23.9
Onslow County,26,23.1
Onslow County,28.01,21.4
Onslow County,28.02,19.400000000000002
Onslow County,28.03,15.8
Onslow County,3.03,14.000000000000002
Onslow County,3.04,14.299999999999999
Onslow County,3.05,16.900000000000002
Onslow County,3.06,16.900000000000002
Onslow County,4.01,8.9
Onslow County,4.03,12.5
Onslow County,4.04,15.9
Onslow County,4.05,9.9
Onslow County,5,
Onslow County,6,
Onslow County,7,
Onslow County,8,
Onslow County,9.01,
Onslow County,9.02,
Onslow County,9901,
Orange County,107.01,10.7
Orange County,107.05,15.1
Orange County,107.06,7.3
Orange County,107.07,17.7
Orange County,107.08,
Orange County,107.09,18.099999999999998
Orange County,107.10,9.3
Orange County,108.02,6.7
Orange County,108.03,7.7
Orange County,108.04,10.5
Orange County,109.02,14.499999999999998
Orange County,109.03,5.5
Orange County,109.04,12.6
Orange County,110.01,6.9
Orange County,110.02,9.8
Orange County,111.03,11.600000000000001
Orange County,111.04,7.9
Orange County,111.05,10.100000000000001
Orange County,111.06,11.1
Orange County,111.07,9.9
Orange County,112.04,7.199999999999999
Orange County,112.06,9.5
Orange County,112.07,11.3
Orange County,112.08,8.6
Orange County,112.09,6.0
Orange County,112.10,11.1
Orange County,112.11,13.700000000000001
Orange County,113,
Orange County,114,
Orange County,115,9.3
Orange County,116.01,
Orange County,116.02,
Orange County,117,
Orange County,118,16.3
Orange County,119.02,11.0
Orange County,119.03,10.299999999999999
Orange County,119.04,13.600000000000001
Orange County,121.01,12.1
Orange County,121.02,7.1
Orange County,121.03,10.9
Orange County,122.01,7.3
Orange County,122.02,11.1
Pamlico County,9501.01,11.5
Pamlico County,9501.03,14.899999999999999
Pamlico County,9501.04,16.6
Pamlico County,9502.02,11.700000000000001
Pamlico County,9502.03,14.799999999999999
Pamlico County,9502.04,17.8
Pamlico County,9901,
Pasquotank County,9601,20.5
Pasquotank County,9602,18.7
Pasquotank County,9603,26.0
Pasquotank County,9604,14.099999999999998
Pasquotank County,9605.01,9.0
Pasquotank County,9605.02,10.0
Pasquotank County,9605.03,10.4
Pasquotank County,9606,6.7
Pasquotank County,9607.01,7.7
Pasquotank County,9607.02,13.200000000000001
Pender County,9201.04,8.799999999999999
Pender County,9201.05,26.200000000000003
Pender County,9201.06,9.700000000000001
Pender County,9202.01,9.1
Pender County,9202.02,10.7
Pender County,9202.03,12.0
Pender County,9202.04,15.0
Pender County,9203,19.0
Pender County,9204.01,18.6
Pender County,9204.02,13.100000000000001
Pender County,9204.03,14.7
Pender County,9205.01,15.1
Pender County,9205.02,17.9
Pender County,9206.01,15.8
Pender County,9206.02,13.700000000000001
Pender County,9901,
Perquimans County,9201.01,16.5
Perquimans County,9201.02,13.200000000000001
Perquimans County,9202.01,15.0
Perquimans County,9202.02,11.1
Person County,9201,10.0
Person County,9202,10.4
Person County,9203,22.2
Person County,9204,17.1
Person County,9205,13.100000000000001
Person County,9206.01,15.5
Person County,9206.02,10.7
Pitt County,1.01,
Pitt County,1.02,
Pitt County,10.01,10.8
Pitt County,10.02,10.5
Pitt County,10.03,11.600000000000001
Pitt County,11,15.5
Pitt County,12,16.400000000000002
Pitt County,13.01,11.1
Pitt County,13.02,7.9
Pitt County,13.04,8.7
Pitt County,13.05,10.0
Pitt County,14.02,14.299999999999999
Pitt County,14.03,14.6
Pitt County,14.04,14.499999999999998
Pitt County,15,20.3
Pitt County,16.01,9.8
Pitt County,16.02,14.899999999999999
Pitt County,17,9.8
Pitt County,18,19.900000000000002
Pitt County,19,18.6
Pitt County,2.01,
Pitt County,2.02,12.7
Pitt County,20.02,10.8
Pitt County,20.03,15.2
Pitt County,20.04,13.0
Pitt County,3.01,12.6
Pitt County,3.03,
Pitt County,3.04,16.2
Pitt County,4,
Pitt County,5.01,16.5
Pitt County,5.03,23.3
Pitt County,5.04,
Pitt County,6.02,17.5
Pitt County,6.04,14.6
Pitt County,6.05,18.5
Pitt County,6.06,13.100000000000001
Pitt County,6.07,7.6
Pitt County,7.01,24.8
Pitt County,7.02,36.199999999999996
Pitt County,8,23.599999999999998
Pitt County,9.01,16.8
Pitt County,9.02,17.5
Polk County,9201.01,12.1
Polk County,9201.03,13.100000000000001
Polk County,9201.04,11.600000000000001
Polk County,9202.01,11.799999999999999
Polk County,9202.02,16.8
Polk County,9203.01,16.900000000000002
Polk County,9203.03,15.7
Polk County,9203.04,16.7
Randolph County,301,20.5
Randolph County,302.01,15.6
Randolph County,302.02,13.100000000000001
Randolph County,303.01,14.000000000000002
Randolph County,303.02,30.7
Randolph County,304,20.3
Randolph County,305.02,9.5
Randolph County,305.03,15.5
Randolph County,305.04,16.8
Randolph County,306,11.3
Randolph County,307,12.0
Randolph County,308.03,11.200000000000001
Randolph County,308.04,11.1
Randolph County,308.05,17.9
Randolph County,308.06,14.299999999999999
Randolph County,309,8.4
Randolph County,310.01,19.7
Randolph County,310.02,14.899999999999999
Randolph County,311.01,15.6
Randolph County,311.02,12.5
Randolph County,312,19.8
Randolph County,313.03,13.8
Randolph County,313.04,17.299999999999997
Randolph County,313.05,22.0
Randolph County,313.07,12.1
Randolph County,313.08,16.400000000000002
Randolph County,314.01,16.6
Randolph County,314.02,12.0
Randolph County,315.01,11.5
Randolph County,315.03,12.5
Randolph County,315.04,8.799999999999999
